Length,Releases,Genres,ISRC
210.475,8,['blues'],USAT22402805
183.026,10,[],USRC12201441
189.0,5,[],USSD12300040
188.0,5,['r&b'],USUG12307428
,0,[],BXG6R2300792
353.76,29,[],USSM12305019
,0,[],QZTPX2351515
132.832,2,[],USQX92002595
207.0,33,['pop'],USUM71819361
174.0,14,"['hip-hop/rap', 'pop rap', 'pop music', 'afrobeats', 'uk funky', 'hip hop', 'contemporary r&b', 'pop', 'dancehall', 'euro house']",USCM51600028
177.0,57,"['pop', 'house', 'dance']",QZJRC1945204
111.0,13,['jazz'],USUG11800447
237.0,31,[],USRC12204190
213.0,37,['pop'],USUM72001302
184.0,1,[],QM4TW2315684
195.428,17,['pop'],QZJ842000368
161.384,6,"['pop', 'english', 'offizielle deutsche charts']",USSM12006586
231.0,5,[],USRC12302777
175.0,7,['pop'],US39N2203950
,0,[],USC4R2338087
242.0,11,[],QMCE32000145
154.212,5,[],USAT21903300
244.32,147,"['pop soul', 'dance club electro', 'pop rnb dance', 'contemporary r&b', 'singer-songwriter', 'pop']",USUM71516761
,0,[],QZ9QQ2400125
147.661,3,[],ITH642025474
197.0,5,['alternative'],QMRSZ2203220
194.0,1,[],INW262317690
214.913,73,"['synth-pop', 'r&b', 'electropop', 'hip hop', 'contemporary r&b', 'pop', 'electronic']",USSM11600251
,0,[],US23A1566792
205.0,27,"['pop', 'electronic', 'latin pop']",USSM12200047
164.818,39,"['pop', 'electronic']",CYA112001070
172.0,14,[],USUM72310919
196.0,10,['hip-hop'],USQX91802294
,0,[],QZTAX2379776
188.56,6,[],USSD11800157
178.52,25,[],USUG12004194
278.0,22,"['diva house', 'r&b', 'electropop', 'house music', 'disco', 'dance-pop']",USSM12206234
,0,[],ING642308945
145.0,3,['drift phonk'],QM4TW2218315
217.3935,46,"['dance club electro', 'indie pop', 'hip hop', 'indie rock', 'pop']",USRC11502934
229.0,59,"['pop rock', 'offizielle charts', 'indie pop', 'indie rock', 'pop', 'sad']",USUG12101243
243.84,7,"['pop', 'hip-hop/rap', 'hip hop']",USSM11607555
,0,[],QZS632157305
217.36,16,['electronic'],QZM5U2100064
204.316,4,[],QZAKB2136210
229.0,24,"['pop', 'aktuelle charts']",QM6MZ1917908
,0,[],ES64E2455101
220.779,7,['pop'],AUUM72100371
257.604,6,"['pop', 'awesome', 'hip hop', 'contemporary r&b']",USUG12104403
,0,[],ING642402634
207.742,1,[],USUM72406641
173.0,11,['pop'],ITB002100115
172.0,3,[],USSM12203787
201.812,25,[],USA2P2346470
182.853,31,"['hip-hop/rap', 'hip hop', 'euro house', 'europop']",USAT21700684
196.52,11,[],QMJMT2204481
179.161,15,"['vocal trance', 'euro-trance']",GBARL2300798
,0,[],SGB502236207
202.735,57,"['pop', 'electronic']",GBUM72104705
160.0,2,"['reggaeton', 'r&b en espanol']",USSM11900950
189.0,5,['asian music'],QM4TX2478220
242.573,7,"['latin', 'electronic']",USUM71911618
181.413,84,"['euro house', 'hip-hop', 'pop / rap', 'pop', 'electronic']",QZ22B1859046
215.226,118,"['alternative pop', 'electropop', 'indie pop', 'ballad', 'art pop', 'indie rock', 'contemporary r&b', 'pop', 'alternative']",USRC11400498
173.0,41,"['pop', 'pop; ambient; contemporary r&b; dance-pop; electronic; electronica; electropop; hip hop music; jazz; pop music; pop rock; rhythm and blues; synth-pop']",USUM71809132
210.8,25,"['hardcore hip hop', 'trap', 'pop rap']",USUM72000788
188.2,133,"['adult alternative pop', 'doo-wop', 'pop rap', 'bubblegum', 'rhythm & blues', '2014', 'pop 2010er', 'pop soul', 'split me', 'year end chart', 'reggae-pop', 'fixme', 'pop', 'billboard hot 100', 'bubblegum pop', 'blue-eyed soul']",USSM11401317
258.0,2,[],INY092200126
108.75,1,[],QZVEM2364808
183.0,1,[],QM6P42332212
257.893,56,"['pop', 'electronic']",GBCEN2000163
215.6,1,[],USUM72305982
206.7665,29,"['pop', 'dance club electro', 'indie rock', 'indie pop']",USRC11502935
208.52,54,['pop'],USUM71923046
184.0,4,[],USRC12204025
194.621,13,"['pop rap', 'alt r&b', 'hip hop', 'emo trap', 'trap']",USUG12001905
,0,[],ZA41S2304411
201.411,49,['pop'],GBUM71704089
238.0,3,['j-pop'],JPU902303303
,0,[],NGA3B2219002
,0,[],ARP7V2300002
199.4555,108,"['pop', 'pop general', 'house']",USUM71702833
223.348,1,[],FR2X42446102
166.793,63,"['électronique', 'pop', 'electronic', 'slap house', 'dance-pop']",DEUM71906724
,0,[],QZANY1700215
149.1585,9,['pop'],QM24S2400638
219.2,99,"['country', 'adult alternative pop', 'indie folk', 'pop music', 'synth-pop', 'pop rock', 'country pop', 'chill', 'country rock', '2014', 'year end chart', 'remark/catchy', 'pop', 'country music', 'billboard hot 100', 'country-pop', 'dance-pop']",USCJY1431349
116.104,1,[],QZPLS2390181
,0,[],USUYG1313832
209.16,6,['rap'],USUM72023904
216.41,29,['ambient pop'],USWB12201574
181.89,10,[],USRC12203632
,0,[],QZK6N2415960
226.213,9,[],USSM12402040
92.093,2,[],BRSME2300692
,0,[],QZYHM2362070
228.373,28,"['trance', 'soul/r&b', 'r&b', 'r&b/soul', 'hip hop', 'jazz', 'contemporary r&b', 'pop', 'soul', 'electronic']",USUG11800560
168.387,58,['pop'],DEUM71905792
293.84,25,['alternative'],USUM72401992
235.0,2,[],USSD11800257
176.64,2,['rap/hip hop'],QMCE31902418
224.0,1,[],INA092117769
172.986,72,"['pop', 'electronic/house/pop/jazz']",USUM71712163
204.693,17,"['pop', 'alternative hip hop']",USSM11701444
203.029,3,[],JPY932300068
215.106,72,"['pop', 'alternative']",DEUM71905868
204.763,4,[],US23A1540104
205.346,9,[],USSM12402034
,0,[],USRE12300484
161.0,25,[],KRA392300001
,0,[],INW132418021
165.926,5,['hip hop'],USSM12101640
209.156,6,[],GBUM72304301
,0,[],QZN882241742
,0,[],INW272200083
155.884,5,[],USWB12004547
208.013,6,[],USUM72216070
216.408,18,"['pop', 'bootleg']",USWB11700237
417.0,3,['latinalainen musiikki'],QM4TW1811888
312.82,6,"['hip-hop/rap', 'trap', 'rap/hip hop']",USSM11806660
231.338,1,[],USLD91756695
109.75,4,[],USAT22306213
222.0,6,[],US6XF2200076
160.218,6,"['comedy hip hop', 'gabberpop', 'europop', 'dutch hip hop', 'eurodance', 'happy hardcore']",NL4TG2400001
212.0,12,[],USA2P2251723
,0,[],TCAFA2047032
190.654,3,[],USSD12200965
196.666,49,"['pop rock', 'vocal', 'euro house', 'house', 'club', 'pop', 'electronic', 'dance']",NLM5S1600003
,0,[],MX3602300010
214.0,23,[],KRA302300350
166.028,43,"['pop', 'house', 'dance']",UK4ZF2000305
250.649,4,"['jazz', 'latin trap', 'electronic', 'reggaeton']",QM6N21919851
163.603,11,[],AUUM72200172
155.647,5,[],USWB11201316
,0,[],CLPP22200004
,0,[],ES7002364101
180.0,37,"['pop', 'country pop', 'alternative']",USSM12207342
,0,[],QZ93L2125871
344.382,153,"['pop rap', 'meme', 'pop rock', 'k-pop', 'yg family', 'meme dance', 'house', 'electropop', 'electro', 'party', 'remark/catchy', 'hip hop', 'hip house', 'remark/well-known', 'pop', 'electronic', 'remark/humorous', 'dance-pop']",USUM71210283
232.0,1,[],USB271700112
195.666,32,"['alternative rock', 'latin', 'reggaeton', 'pop', 'latin urban']",USSD11600299
261.492,2,[],USUG12001748
221.0,35,"['pop', 'hip hop', 'electronic']",USUM71710836
185.0,2,[],FRPZ92324651
231.693,2,[],USUM72310520
221.0,9,[],USSM12309168
209.159,103,"['electro house', 'dace', 'pop dance electro house pop rock', 'electropop', 'pop', 'dance']",NOG841549010
176.0,1,[],USUYG1448153
177.524,28,"['pop', 'house']",GBAHT2200492
149.333,39,['matthew edward hall'],USUM71822626
461.0,125,"['pop rock', 'electronic rock', 'rock', 'electropop', 'brostep', 'alternative/indie rock', 'hip hop', 'indie rock', 'alternative rock', 'pop/rock', 'new wave/post-punk revival', 'indie', 'alternative']",USUM71201074
214.933,6,"['hip-hop', 'hip hop']",USSM11912430
185.773,30,"['pop', 'pop rap', 'contemporary r&b', 'contemporary r&b + pop rap']",USUG11902959
171.08,102,"['funk', 'europop', 'indie pop', 'ballad', 'contemporary r&b', 'alternative rock', 'pop', 'soul', 'electronic', 'dance-pop']",GBUM71807386
196.7975,9,['contemporary r&b'],USSM12000998
168.02,10,['pop'],TCAFS2101442
293.0,11,"['neo-traditional country', 'country', 'contemporary country']",USUM71418088
156.96266666666665,18,"['pop', 'trap', 'hip hop', 'acoustic rock']",USAT22100061
165.0,2,['reggaeton'],QMFME2329236
165.347,4,[],USAT22401724
140.5,12,"['pop', 'isrc', 'dance-pop']",CYA112000981
156.0,2,[],QZ9QQ2300457
,0,[],QZMEV2363867
229.0,6,[],USUM72123571
185.552,11,['disco'],USUM72301876
200.547,5,[],USAT22107295
189.32,65,"['alternative rock; ambient; electronic; electropop; jazz; pop; pop rock', 'jazz', 'pop', 'electronic', 'ambient']",USUM71806694
,0,[],QM6P42364524
157.712,2,[],USSM11914988
,0,[],INS182401563
191.533,89,"['electro house', 'pop rap', 'pop music', 'pop rock', 'rock', 'emo', 'ballad', 'hip hop', 'pop', 'alternative']",USAT21801174
,0,[],CH6542286446
,0,[],QM4TW2307105
226.0315,53,"['pop rock', 'pop soul', 'electropop', 'hip hop', 'contemporary r&b', 'pop']",USUM71602107
,0,[],USUG12300831
122.772,6,['pop'],USWB12101016
,0,[],UYB282401007
249.2,5,['hip-hop'],USCM52400062
179.0,1,[],QZ9QQ2300724
226.987,10,[],USRC11903460
199.512,4,[],QZS7J2357291
271.169,3,[],INS182303075
227.96,30,"['pop rap', 'synthpop', 'synth-pop', 'pop rock', 'k-pop', 'electronic rock', 'rock', 'electropop', 'fixme', 'pop', 'permanent wave', 'electronic', 'nu disco', 'dance-pop']",GBAYE2100952
203.813,2,['hip hop'],USRC12300570
279.581,4,[],USRC12101071
,0,[],ITD541500554
242.0,0,[],QZ9QQ2300812
181.666,3,[],USQX92400523
235.68,26,"['pop', 'electronic/house/pop/jazz', 'alternative rock']",USUM71805272
310.49,7,['rap'],USUG12306064
173.237,60,"['alternative pop', 'electropop', 'indie pop', 'indie rock', 'alternative rock', 'pop']",USUM72021500
210.0,29,['ballad'],DEUM72206010
,0,[],TRAA31800147
234.973,124,"['folk pop', 'pop rock', 'rock', 'teen pop', 'pop', 'soft rock']",USUM71500658
209.482,6,[],QM4TX2336316
148.0,4,[],USWD12328240
,0,[],QM3DF2219446
126.206,1,[],QZFYY2339108
134.11,2,[],INS182303500
291.175,4,"['pop', 'awesome', 'contemporary r&b']",USUG12104402
203.0,10,"['pop', 'latin']",USRC11701270
168.0,1,[],USUM72222460
269.093,5,[],USWB12400679
267.893,6,[],USUG12300484
221.0,1,"['regional mexicano', 'norteño']",DGA062368509
,0,[],CLPP22300045
,0,[],QZW9L2260049
186.173,19,['pop'],USRC12100544
174.942,4,[],QZ9QQ2200105
,0,[],QMFME2047291
187.733,2,[],USSM12401851
,0,[],FR10S2386363
,0,[],QZHN22300206
,0,[],INV772001001
172.137,22,[],USUM72318679
176.0,2,['contemporary r&b'],USRC12001468
255.0,1,[],QMDA72252608
,0,[],NGA3B2318016
227.6795,90,"['alternative pop', 'hip hop', 'dance', 'pop', 'dance-pop']",USUM71308669
260.64,4,"['rap/hip-hop', 'rap/hip hop']",USRC11901583
174.0,35,['pop'],USUM72020423
187.585,4,['k-pop'],QMFME2102684
122.0,13,"['hip hop', 'jazz', 'alternative rock', 'pop', 'electronic', 'dance-pop']",USUG11800211
124.444,3,[],QZZ4J2400019
188.818,5,[],FR8FB2407800
158.638,40,"['indie pop + pop rap', 'pop rap', 'indie pop']",TCAEA1802695
,0,[],USA2P2331239
,0,[],CLPP22300118
229.0,6,[],USRC11803179
219.947,41,"['pop', 'contemporary folk', 'hip hop', 'pop rock']",GBAHS1900672
182.0,11,[],DEE862300093
129.0,1,[],QZMZ92361338
,0,[],ARF102200411
,0,[],FR96X2024977
181.0,42,"['pop', 'electronic']",USRC11701901
166.0,1,[],USHR12141512
222.0,19,"['pop rap', 'rap', 'pop rnb dance', 'hip hop', 'trap', 'trap rap']",QM7XC1400004
340.0,16,"['pop', 'western hip-hop/rap']",USSM11703595
142.0,1,[],QZS642102633
,0,[],MXUM62100001
252.137,23,"['pop rap', 'pop rock', 'hip-hop', 'alternative r&b', 'dance club electro', 'hip hop', 'pop', 'rap/hip hop', 'conscious hip hop']",USRC11502210
192.506,3,[],USWD12326770
228.0,2,[],INS182100281
,0,[],USWL12400226
,0,[],FR10S2289473
173.639,39,"['pop', 'contemporary r&b']",USUM72317268
147.432,7,['eurodance'],UKWLG2300117
,0,[],USAT22400762
153.893,11,[],NLZ542202348
,0,[],QZFZ72321643
261.0,3,[],INZ031411736
225.28,18,['pop'],USUM72206231
173.0,7,['trap'],USRC12102454
174.853,27,"['pop', 'rap/hip hop', 'hip hop']",USUM71912330
217.893,11,"['american teen', 'hip hop', 'rhythm & blues']",TCACO1662934
199.512,17,['pop'],ITQ002300342
159.08,6,[],USA2P2349660
184.72,4,[],USSD12000388
160.518,2,[],USQX92302369
217.0,8,"['hip-hop/rap', 'pop rap', 'hip hop']",USCM51800206
230.709,1,[],USUG12309646
208.786,33,"['pop', 'rock', 'hip hop', 'house']",USAT21700928
,0,[],DGA0M2333309
169.333,28,"['pop', 'pop / rap']",USAT21802284
234.715,5,[],TCADO1871408
194.586,2,[],USUYG1296663
153.051,13,['pop'],USQX92200693
,0,[],SGW502301764
181.0,96,"['pop', 'pop rock', 'boy band']",USUG11900515
274.0,5,"['trap edm', 'edm', 'house', 'dance', 'pop', 'electronic', 'dance-pop']",CA6D21600147
,0,[],INR731900731
195.053,7,"['latin ballad', 'latin pop', 'latin trap', 'reggaeton']",USUM72104664
122.0,2,[],QZNMX2257577
132.1515,13,"['gangsta rap', 'trap rap + gangsta rap', 'trap + gangsta rap', 'trap', 'trap rap']",QZA742002191
219.68,15,[],USUG12305004
186.0,25,['alternative'],USUM72401989
168.0,2,[],GBARL2400669
186.0,40,['pop'],USAT22107359
,0,[],INS182401375
135.959,1,[],USUG12004399
196.08,83,"['alternative pop', 'pop music', 'dark', 'ambient pop', 'indie pop', 'art pop', 'singer-songwriter', 'pop']",USUM71815958
152.653,31,"['melancholic', 'contemporary', 'passionate', 'contemporary r&b', 'pop', 'post rock', 'hardcore rap', 'hip hop rap', 'pop rap', 'hip-hop / rap', 'vulgar', 'anxious', 'alternative rock', 'experimental', 'sad', 'detroit hip-hop', 'pop/r&b', 'rap', 'rock', 'classical', 'love', 'hip hop', 'serious', 'midwest rap', 'electronic', 'urban', 'melodic', 'leftfield', 'bittersweet', 'romantic', 'abstract', 'indie rock', 'angry', 'breakup']",USUM71015397
227.0,2,"['jazz', 'reggaeton']",QM6MZ2214885
221.709,3,['pop'],USSM12400758
147.062,5,[],USAT22102269
130.666,27,"['pop', 'hip hop', 'reggaeton']",QZM5U2100095
,0,[],MXB952200017
180.0,5,[],QMRSZ2300454
237.0,2,"['jazz', 'electronic', 'reggaeton']",QM6MZ2214881
,0,[],SGB502340678
235.0,3,"['soul', 'country', 'western music', 'country pop']",USSM12401303
217.259,1,[],QMBZ92393247
,0,[],ING642301070
190.0,20,[],JPPO02302806
197.177,1,[],USWB12401898
219.0,20,"['pop/r&b', 'rhythm and blues', 'hip hop', 'reggae fusion', 'contemporary r&b', 'pop', 'dancehall']",QM5FT1600116
,0,[],USUM72211935
182.0,14,[],US5TA2300151
205.76,12,[],USUG11902886
170.947,1,[],USUYG1247701
164.0,51,"['pop', 'progressive house', 'electronic', 'country pop']",USWB11701181
278.466,9,[],USRC12004189
154.983,24,"['pop', 'dancehall', 'dance-pop;electro house']",USUG12102313
203.418,63,"['hot', 'pop rock', 'rock', 'pop punk', 'pop']",GBUM71800366
240.0,17,"['billboard hot 100', 'billboard hot 100; 2014; year end chart', 'rock', 'hip hop', 'indie rock', 'alternative rock', 'indie', 'electronic']",USSM11300080
,0,[],QZYFZ2347514
172.0,5,[],USUM72401643
187.9495,2,[],USSM11914456
230.2,16,['latin urban'],USSD11700134
,0,[],QZDA62161038
184.0,1,[],QM9WM2000013
,0,[],QZNFJ2303104
149.0,8,[],USSM12002247
242.96866666666665,177,"['electro house', 'synth-pop', 'rhythm and blues', 'r&b', 'house', 'dance-pop', 'hip hop', 'jazz', 'contemporary r&b', 'pop', 'soul', 'rnb/swing', 'electronic', 'nu disco', 'dance']",USUG11601012
94.396,3,[],USQX92400087
157.944,8,[],USUM72013642
198.9545,105,"['chart hits', 'top40', 'ballad', 'blues', 'pop', 'soul', 'alternative']",GBARL1600665
253.0,9,[],USSM12403111
124.065,1,[],QM3DF2191341
,0,[],QZJJE2390614
140.0,2,[],USSD12300584
,0,[],QZ7B82300076
,0,[],BCO3K2200121
176.0,62,[],KRA402000131
171.428,5,"['pop', 'k-pop']",USA2P2408081
144.0,2,[],USAT22403437
140.0,8,"['electro house', 'edm']",GBARL2301712
163.139,3,[],USAT22301358
213.0,7,"['pop', 'rap/hip-hop']",QMJMT1902056
152.137,1,[],QZNWW2131527
161.0,13,['country'],USQX92101534
,0,[],QZTGW2100275
173.0,11,[],USUG12305255
200.689,13,['pop rock'],KRA402100098
203.807,76,"['electro-disco', 'synth-pop', 'pop rock', 'nu-disco', 'sexy', 'synth funk', 'disco', 'pop', 'dance-pop']",GBAHT1901299
238.0,1,[],QM7282306229
195.727,24,[],USAT22307798
,0,[],BRWMB2400220
171.147,3,[],INS182400204
182.17,3,[],INS182303269
439.5585,99,"['pop rock', 'rock', 'alternative/indie rock', 'indie rock', 'alternative rock', 'pop', 'pop/rock', 'new wave/post-punk revival', 'indie', 'alternative']",USUM71201071
223.488,44,['pop'],USUM71922597
176.617,133,"['electro house', 'electropop', 'electro', 'pop', 'moombahton', 'dancehall', 'electronic', 'dance']",QMUY41500008
214.589,5,[],USUG12208603
169.0,12,[],QM6N22309399
174.84,2,[],KRA382204517
213.525,85,"['r&b', 'jazz', 'contemporary r&b', 'pop', 'top40', 'sexy', 'house', 'mellow', 'pop rnb dance', 'dance-pop', 'dark', 'ballad', 'hip hop', 'electronic', 'dubstep', 'pop music', ""can't feel my face"", 'chill', 'soul']",USUG11500741
,0,[],QZDQH2362804
478.94,89,"['electro house', 'elektro', 'pop rap', 'dance-pop', 'brostep', 'electro', 'party rap', 'hip hop', 'comedy rap', 'pop/rock', 'pop', 'electronic', 'club/dance', 'dance']",USUM71108090
139.741,12,"['hard rock', 'indie pop', 'hip hop', 'alternative rock', 'electronic']",USAT22000162
185.0,1,[],USRC12302408
,0,[],TCJPY2352543
,0,[],ARUM72300004
175.0,3,[],QZEKE2084402
175.459,6,[],USUM72404979
334.085,95,"['alternative pop', 'pop music', 'pop rock', 'synth-pop', 'pop']",USUG12401037
247.0,13,[],ITB002200745
142.702,7,"['crunk', 'hip hop']",USUM72400409
266.0,2,[],MX1721600892
181.0,3,[],USQX92304814
171.72,11,[],FRZ041800793
173.84,5,[],USRN12200041
,0,[],QZ9QQ2300371
195.84,3,"['electro', 'electropop']",NOG841813040
336.924,7,[],USUG12204890
288.624,5,"['pop', 'trap', 'hip hop', 'rap']",QZ45A1700126
270.74,10,[],USUM71912751
,0,[],FRX452438249
,0,[],USSM22401074
211.0,56,"['country', 'pop music', 'synth-pop', 'dark', 'sweet', 'chill', 'sexy', 'house', 'electropop', 'dance-pop', 'europop', 'electroclash', 'jazz', 'pop', 'electronic', 'dance']",USCJY1750000
188.01,3,[],JPB602401462
,0,[],QM4TX2443609
202.0,31,"['pop', 'american teen', 'hip hop', 'house']",USRC11700144
,0,[],USA2P2433586
,0,[],QMFMF2330232
200.471,4,[],USUG12200033
191.013,14,"['r&b', 'jazz', 'alternative rock']",USUG12101839
180.494,2,[],USSD12400019
342.0,9,"['hip hop', 'dance']",ZA82Y1900130
,0,[],BCX5C2300025
,0,[],BX7CP2200001
,0,[],MX1722301696
162.546,15,['pop'],USUM72001714
97.0,4,['pop'],GBARL2201151
165.0,1,[],ARP7V2200017
469.0,174,"['pop', 'folk pop', 'pop rock', 'pop general']",USUM71301306
248.04,4,['afrobeat'],USRC12003059
138.293,16,['hip hop'],USRC12101535
,0,[],QM4TX2201027
240.32,6,['reggaeton'],USUM71900979
201.935,3,[],QZXD92300025
223.173,29,[],USSM12305013
,0,[],RUA1D2384226
191.0,3,[],INS181904064
210.0,27,[],USUM71813195
161.626,9,[],USQX92204791
,0,[],GXBAV2345718
215.0,7,[],USUG12202977
198.666,5,['reggaeton'],USUM72220925
175.0,1,[],USHR12245118
,0,[],INM1Q2326022
150.0,5,[],USUM72217063
227.441,1,[],AUBEC2438671
157.485,6,['alternative'],GBUM72400322
201.173,6,['reggaeton'],USSD12100322
256.0,21,[],USUM72308540
205.0,4,"['east coast hip hop; hip hop', 'hip hop']",USRC11800930
167.0,1,[],QM6P42086452
179.0,8,"['pop', 'ambient; electronic; hip hop music; jazz; rhythm and blues; soundcloud rap']",USAT21812667
159.24,8,['rock'],GBKPL2205058
185.22,33,[],USSM12305652
133.608,4,['pop'],USRC12400507
179.164,7,[],KRA402300041
,0,[],QZHN21900087
202.0665,79,"['latin', 'soundtrack', 'pop', 'pop rap', 'house', 'electro', 'adult contemporary', 'euro house', 'dance-pop', 'pop rock', 'rock', 'latin pop', 'europop', 'hip hop', 'pop/rock', 'electronic', 'african', 'party', 'rnb/swing']",USSM11001353
,0,[],USWL12400690
205.92,74,['pop'],USUM71805289
,0,[],QZTBB2395775
114.5,1,[],QM24S2008283
209.026,5,[],USWB11201319
,0,[],BCA6L2300010
,0,[],QZMWW2484259
,0,[],INS172000876
154.0,2,['hip hop'],USUG11802285
200.541,1,"['pop', 'music video']",USUV72401318
218.235,6,['blues'],USWB12300190
275.04,2,[],USUM72305202
222.2665,105,"['electro house', 'edm', 'festival progressive house', 'dance-pop', 'house', 'electropop', 'progressive house', 'big room', 'eurodance', 'club', 'commercial house + dancepop', 'electronic', 'dance']",GBARL1400296
268.434,2,['pop'],QMCE31801827
204.0,50,"['synth-pop', 'pop rock', 'ballad', 'pop', 'electronic']",USUM71710315
260.773,68,"['rock', 'pop / rap', 'jazz', 'pop', 'electronic', 'ambient']",USUM71816161
141.367,4,[],USQX92304180
163.0665,10,['pop'],USSM11914320
155.0,2,[],CAW112300244
189.0,6,"['latin ballad', 'latin pop', 'reggaeton']",USUM72119612
172.444,3,[],US5TA2400118
252.0,5,['hardcore hip-hop;trap'],USSM12105949
,0,[],MX1722401778
201.24,70,"['trance', 'jazz', 'indie rock', 'alternative rock', 'pop', 'electronic']",USUM71703515
168.0,14,"['j-pop', 'k-pop']",US5TA2200041
281.288,1,[],GBEWA2206731
157.714,2,[],USUYG1490059
119.12,1,[],QZK6F2330686
237.0,2,[],QM4TX1920224
212.093,50,"['pop', 'rhythm and blues', 'contemporary r&b']",USUM72017013
292.8995,15,['hip hop'],USQX91402598
212.733,43,"['pop', 'synth-pop', 'dance']",GBAHS1700199
182.2,53,"['pop', 'diva house', 'electronic', 'dance-pop']",USUM72004304
177.0,3,['drum n bass'],GBUM72306881
172.252,16,['pop'],CYA112001130
192.721,19,['hip hop'],USUM72120404
285.12,42,"['musical', 'movie soundtrack', 'ballad', 'monachi', 'soundtrack', 'alternative rock', 'pop']",USAT21102141
